co_cli;tip_cli;cli_des;ven_des
"314074393       ";"00    ";FAST PARTS P&A, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"314093657       ";"00    ";INVERSIONES LAURA M., C.A.;OFICINA
"314125818       ";"00    ";SERVI DINAMO, C.A.;OFICINA/ LUIS PULIDO
"314175041       ";"00    ";TRANSPORTE TRICAR, C.A;KELLENYN GRITTA SAKKAL GUERRERO
"314283715       ";"00    ";ACC TIRES C.A.;DOUGLAS BOCOURT
"314307100       ";"00    ";DISCAGOMA SERVICE CENTER C.A.;JOEL PETIT
"314339290       ";"00    ";MAQUINARIAS Y SERVICIOS JORIN, C.A.;RM OFICINA
"314346571       ";"00    ";INVERSIONES LIFTPART, C.A.;OFICINA
"314353349       ";"00    ";LUBRICANTES JHONJANY C.A.;GABRIEL RAMIREZ
"314365711       ";"00    ";CONSTRUCTORA BENTAVEN 36 C.A.;RM OFICINA
"314420771       ";"00    ";LLANTAS CARABOBO C.A.;OFICINA/ LUIS PULIDO
"314465791       ";"00    ";REPUESTOS TOTAL GRANADA C.A.;GABRIEL RAMIREZ
"314555634       ";"00    ";LUBRIMELSA, C.A.;"pendiente "
"314560220       ";"01    ";CORPORACION LATINOAMERICANA DEL CAUCHO S.A.;RM OFICINA
"314562851       ";"00    ";AUTO PARTES BARUTA M.K. C.A.;GABRIEL RAMIREZ
"314589555       ";"00    ";ASOCIACION COOPERATIVA COLSULTORIAS, ASESORIAS Y SERVICIOS MULTIPLES SHA RL;HEMIL GUERRERO
"31460125        ";"00    ";ERIK FERRER;PAOLO FALCONE
"314689819       ";"00    ";INVERSIONES N & D C.A.;ALEXANDER REVEROL
"314722360       ";"00    ";MANTRUCKS C.A.;ALESSSANDRO MONTANARI
"314815741       ";"00    ";DISTRIBUIDORA ST 777 C.A.;JOHENDER GIRO
"314840274       ";"00    ";REPUESTOS Y LUBRICANTES EVOLUTION C.A;ALEXANDER REVEROL
"314860089       ";"00    ";INDUSTRIAS ACROPOLIS 21, C.A.;OFICINA
"314893661       ";"00    ";AUTO ACCESORIOS EL MATIYURE, C.A.;YOSCAIDI CHACON
"314904620       ";"00    ";INVERSIONES TELEGAS EL MARQUES C.A.;GABRIEL RAMIREZ
"314907590       ";"00    ";INVERSIONES FACOL 2020, C.A;EDUARDO LUIS PULIDO LEON
"314935704       ";"00    ";AUTO ACCESORIOS WILSON, COM, C.A;HEMIL GUERRERO
"314960601       ";"00    ";INVERSIONES VILLADEL C.A.;YOSCAIDI CHACON
"314980114       ";"00    ";CORPORACION MECAR C.A.;RM OFICINA
"314993089       ";"00    ";RUEDA CAUCHOS 2030, C.A.;FRANCISCO CARVAJAL
"315055252       ";"00    ";GIOWASH C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"315075334       ";"00    ";INVERSIONES AREF DE VENEZUELA C.A.;LENIN GONZALEZ
"315104954       ";"00    ";INVERSIONES ACUARIUM EXPRESS MAFG, C.A.;YOSCAIDI CHACON
"315123029       ";"00    ";DISTRIBUIDORA LUBRICANTES G.H.J.V. C.A;FRANCISCO GIL
"315140250       ";"00    ";AUTO PARTES Y ACCESORIOS LOS COMPADRES 99 C.A;IVAN MACUCHA
"315152975       ";"00    ";REPUESTOS Y ACCESORIOS EL AMIGO CA;YOSCAIDI CHACON
"315153122       ";"00    ";TRANSPORTE Y CARGAS VENEZOLANAS DE CONCEPCION T.C.V.C. C.A.;RM OFICINA
"315156997       ";"00    ";REPUESTOS TANY C.A.;ELVIS MERCADO
"315255618       ";"00    ";LUBRICANTES J.J. C.A.;RODRIGUEZ JOSE GERARDO
"315276810       ";"00    ";SUMICAUCHOS C.A.;RM OFICINA
"315296284       ";"00    ";HIDRAULIMAR, C.A;YOSCAIDI CHACON
"315311348       ";"00    ";CORPORACION SLOP C.A.;GABRIEL RAMIREZ
"315328801       ";"00    ";INVERSIONES CORONA, C.A;JOEL PETIT
"315399776       ";"00    ";AUTOPARTES GENUINAS C.A;KELLENYN GRITTA SAKKAL GUERRERO
"315423812       ";"00    ";CONSTRUCTORA GRUPO KODALCA C.A.;OFICINA
"315431513       ";"00    ";CORPORACION ARENA 3000 C.A;LENIN GONZALEZ
"315441799       ";"00    ";SERVICIOS Y LAVADO DE AUTOS ARAGUA C.A;ALEXANDER REVEROL
"315453860       ";"00    ";ORFLEX, C.A.;OFICINA
"315457857       ";"00    ";ASOCIACION COOPERATIVA MULTISERVICIOS REBAZA, R.L.;YOSCAIDI CHACON
"315463660       ";"00    ";0 KILOMETRO, C.A;"pendiente "
"315523213       ";"00    ";CORPORACIÓN EURO AVANT, C.A.;OFICINA
"315570220       ";"00    ";G.C.G. PROVEEDORES C.A.;RM OFICINA
"315762773       ";"00    ";CENTRO DE CAUCHOS EL TUY, C.A;FRANCISCO CARVAJAL
"315784009       ";"00    ";DETODOMANIA BEACH, C.A;ALEXANDER JOSE MALPICA GARCIA
"315871076       ";"00    ";INVERSIONES F RAMIREZ C.A.;RICARDO NATERA
"315871424       ";"00    ";MULTISERVICIOS GUERRE-VAR 267,C.A.;"pendiente "
"315881969       ";"00    ";MB HAUS SERVICE, C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"315891700       ";"00    ";ADARCHI C.A.;OFICINA/ LUIS PULIDO
"315995239       ";"00    ";SERVICE CENTER BATTERY C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"316045668       ";"00    ";DISTRIBUIDORA EL FRENAZO C.A.;GABRIEL RAMIREZ
"316049051       ";"00    ";AGROPECUARIA FELMAR C.A.;RICARDO ARTIGAS
"316058352       ";"00    ";SUPER SUMINISTROS DAVIS, C.A.;YOSCAIDI CHACON
"316098680       ";"00    ";AGRICENTRO GUATIRE C.A.;JOHENDER GIRO
"316118932       ";"00    ";M.G. CAR S REPUESTOS & SERVICIO C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"316138950       ";"00    ";R.M.V. ALUMINIO, C.A.;HEMIL GUERRERO
"316143716       ";"00    ";INTERCAUCHOS GOMEZ C.A.;OFICINA
"316208249       ";"00    ";AGROINDUSTRIAS EL INTENTO, C.A;OFICINA/ LUIS PULIDO
"316470695       ";"00    ";ECOPOSADA & SPA SIETE MARES, C.A.;MERCADO LIBRE JF
"316490823       ";"00    ";TECNOCAUCHOS EXPRES UNO C.A.;MARIA ESCORIHUELA
"316533042       ";"00    ";MOTOS MIRANDA C.A.;LENIN GONZALEZ
"316599884       ";"00    ";PALMA SOLA SHOP C.A.;RICARDO NATERA
"316689239       ";"00    ";SPECIAL CRANE 21 C.A.;OFICINA
"316720411       ";"00    ";TECNOCAUCHOS TOCUYITO;MARIA ESCORIHUELA
"316724786       ";"00    ";ALMACENADORA LA PIRAMIDE (ALPICA), C.A.;MARIALEXANDRA MEDINA ESCALANTE
"316759997       ";"00    ";INVERSIONES MOTO TRANSFORMER C.A.;GABRIEL RAMIREZ
"316785327       ";"00    ";REPUESTOS ITALY CAR'S CAGUA, C.A;ALEXANDER REVEROL
"316805212       ";"00    ";ASOC.COOP.MULTISERVICIOS ZAYOMARKA R.L.;ORLANDO RAMÓN ZAMBRANO VASQUEZ
"316889939       ";"00    ";SERVICAUCHOS DOBLE A II C.A.;OFICINA
"316958213       ";"00    ";CAUCHOS AGRICOLAS 400 C.A.;JOEL PETIT
"316969568       ";"00    ";REPUESTOS LEO C.A.;JOSE SANCHEZ
"317014588       ";"00    ";CORPORACION UNIVERSAL DEL CAUCHO C.A.;RM OFICINA
"317048830       ";"00    ";DISTRIBUIDORA SIRCAR S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"317079221       ";"00    ";METRO CAUCHOS JD, C.A.;MARCELO SERINO
"317085655       ";"00    ";MOTO REPUESTOS ALEX 2006, C.A;KELLENYN GRITTA SAKKAL GUERRERO
"317115651       ";"00    ";AUTOREPUESTOS ACAL C.A.;GABRIEL RAMIREZ
"317177800       ";"00    ";MULTISERVICIOS LOS PREVETE C.A.;GABRIEL RAMIREZ
"317178556       ";"00    ";GEMCO DE VENEZUELA C.A;ALEXANDER REVEROL
"317178599       ";"00    ";INVERSIONES GOSETJO 2011 C.A.;FRANCISCO CARVAJAL
"317192761       ";"00    ";CAUCHOS LINA 2011, C.A.;JOHENDER GIRO
"317237250       ";"00    ";AUTO REPUESTOS Y ACCESORIOS LUCKY, C.A.;REYNALDO HAHN
"317261577       ";"00    ";WORLD PART´S DIESEL C.A.;YOSCAIDI CHACON
"317266846       ";"00    ";ISMAEL SOUND CAR AUDIO C.A;ALEXANDER REVEROL
"317269535       ";"00    ";AUTO REPUESTOS HIDROMATICOS DOUGLAS 2011, C.A;ALEXANDER REVEROL
"317304110       ";"00    ";AUTOSERVICIOS GALIANDES C.A.;HEMIL GUERRERO
"317325303       ";"00    ";MULTIEXPRESS JJFM C.A.;DOUGLAS BOCOURT
"317345576       ";"00    ";AUTOMOTRIZ LECARS, C.A.;FRANCISCO CARVAJAL
"317366182       ";"00    ";OZ CAUCHOS, C.A.;OFICINA
"317370740       ";"00    ";AUTOCALA C.A.;RM OFICINA
"317386590       ";"00    ";INVERSIONES PORTO CRUZ 2011 C.A.;GABRIEL RAMIREZ
"317404319       ";"00    ";INVERSIONES TACARIGUA 33 C.A.;HEMIL GUERRERO
"317415779       ";"00    ";EXCELINE PARTS, C.A;RODRIGUEZ JOSE GERARDO
"317430042       ";"00    ";INVESIONES PETETE,C.A;RICARDO NATERA
"317442172       ";"00    ";CAUCHOS MUSULUNGO, C.A.;FRANCISCO CARVAJAL
"317469682       ";"00    ";ASTORIUM INVESTMENTS C.A.;OFICINA
"317489292       ";"00    ";CORPORACIONES DATAVING C.A;HÉCTOR JOSE JARAMILLO MORENO
"317496337       ";"00    ";INVERSIONES FRANYILINYER, C.A.;JOEL PETIT
"317504704       ";"00    ";LUBRICANTES ROSALES, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"317527437       ";"00    ";CAUCHOS EL PARE, C.A.;MARIO VILORIA
"317527810       ";"00    ";TALLER VAG PERFORMANCE C.A.;FRANCISCO CARVAJAL
"317534336       ";"00    ";MULTIREPUESTOS ALBEN C.A.;JOEL PETIT
"317632494       ";"00    ";INVERSIONES ARIBA 2011, C.A.;RODRIGUEZ JOSE GERARDO
"317635230       ";"00    ";MULTISERVICIOS S & G 2011, C.A.;MERCADO LIBRE JF
"3176446         ";"00    ";OSWALDO ABLAN;OFICINA
"317653351       ";"00    ";COMERCIALIZADORA ALIMAR 1-18 C.A.;JOEL PETIT
"317669780       ";"00    ";MULTISERVICIOS CATIA LA MAR F.B.R. C.A.;LENIN GONZALEZ
"31961476        ";"00    ";SALVATORE LUCIANO BENENATI;OFICINA
"3206758         ";"00    ";JUSTINO GIRON;REYNALDO HAHN
"3207663         ";"00    ";IGNACIO CARRILLO;OFICINA
"3208982         ";"00    ";ROSALINDA SERENO;OFICINA
"3230318         ";"00    ";FRANCISCO DEL CID;OFICINA
"3230993         ";"00    ";NANCY RAMIREZ;DOUGLAS BOCOURT
"3231816         ";"00    ";LUIS CABEZA;OFICINA
"3278824         ";"00    ";SARA HOLCBLAT;OFICINA
"3280923         ";"00    ";MARISELA ARREAZA;FRANCISCO CARVAJAL
"3295327         ";"00    ";LARA ANGEL MARQUEZ;OFICINA
"33166           ";"00    ";SKY WAY FAMILY CARGO;OFICINA
"33178           ";"00    ";BUSEDS MANAGEMENTS LLC;OFICINA
"33182           ";"00    ";SU DESCARGA 1909 INC;OFICINA/ LUIS PULIDO
"3349397         ";"00    ";PABLO JOSE BAUTISTA;OFICINA
"3384132         ";"00    ";OSCAR ROMERO;DOUGLAS BOCOURT
"3414431         ";"00    ";TRINO ZAPATA;OFICINA
"3437390         ";"00    ";ROGELIO PETROCELLI;RM OFICINA
"3444555         ";"00    ";ZAID JAFAR;OFICINA
"3481529         ";"00    ";ANGEL RODRIGUEZ;OFICINA
"3504173983      ";"00    ";BICICAUCHOS 2020 C.A.;GABRIEL RAMIREZ
"3550069         ";"00    ";VICTOR ALGARIN;OFICINA
"3555803         ";"00    ";CARLOS RAVEL;JOSE FELIX ALVAREZ
"3564838         ";"00    ";JHON BRENKE;JOSE FELIX ALVAREZ
"3572752         ";"00    ";GONZALO PACHECO;OFICINA
"3658068         ";"00    ";ALBERTO LEON DIAZ;OFICINA
"3661397         ";"00    ";PEDRO GONZALEZ;JOSE FELIX ALVAREZ
"3666407         ";"00    ";JOSE LUIS BATISTA;RM OFICINA
"3700317         ";"00    ";EFRAIN SIFONTES;DOUGLAS BOCOURT
"3723057         ";"00    ";IVAN DURAN;FRANCISCO CARVAJAL
"3741238         ";"00    ";VICTOR BRICEÑO;OFICINA
"3753912         ";"00    ";JOSE ANTONIO MARTINET;OFICINA
"3782058         ";"00    ";FROILAN BRICEÑO;OFICINA
"3789646         ";"00    ";FREDDY MAGGIORANI;OFICINA
"3802931         ";"00    ";JOSE DE OLIVEIRA;FRANCISCO CARVAJAL
"3838907         ";"00    ";MIRIAN CARRILLO;RICARDO ARTIGAS
"3884171         ";"00    ";MIGUEL ARTIGAS;RICARDO ARTIGAS
"3892500         ";"00    ";ORLANDO ANGULO;FRANCISCO CARVAJAL
"3893712         ";"00    ";CESAR MENDEZ LOPEZ;OFICINA
"3909349         ";"00    ";CARLOS AYBAR;JOHENDER GIRO
"3918976         ";"00    ";ENRIQUE LARA;DOUGLAS BOCOURT
"3975204         ";"00    ";GUSTAVO ANGULO;FRANCISCO CARVAJAL
"3976797         ";"00    ";MARIA MENDEZ;FRANCISCO CARVAJAL
"3981879         ";"00    ";IVAN MACUCHA JR;OFICINA
"3981979         ";"06    ";MACUCHA IVAN;RM OFICINA
"3986437         ";"00    ";LUIS EMIRO MOLINA;OFICINA
"3995154         ";"00    ";NESTOR RANGEL;JOSE FELIX ALVAREZ
"3998375         ";"00    ";ROLANDO SMITH IBARRA;JOEL PETIT
"400022550       ";"00    ";AUTO PARTES HERPA C.A.;ELVIS MERCADO
"4000370148      ";"00    ";TRANSPORTE Y MAQUINARIA HLP, C.A;OFICINA/ LUIS PULIDO
"400108187       ";"00    ";LUBRICANTES PULIDO PEREZ, C.A.;YOSCAIDI CHACON
"400174538       ";"00    ";TRANSPORTE JO-MAR C.A.;DOUGLAS BOCOURT
"400180678       ";"00    ";CAUCHOS Q¨BARATO C.A.;JOEL PETIT
"400195241       ";"00    ";J & E AUTO REPUESTOS, C.A.;DORIALIS MUCHELL
"400199298       ";"05    ";ARIDOS ESTRUCTURALES ARIESCA C.A.;RM OFICINA
"400211131       ";"00    ";NEUMATICOS MALDONADO, C.A.;OFICINA
"400218314       ";"00    ";SUPER CAUCHOS MERCABAR, S.A.;OFICINA
"400276853       ";"00    ";SERVICAUCHOS GUATAPARO, C.A.;ALESSSANDRO MONTANARI
"400297567       ";"00    ";GLOBAL SHIP GROUP L.T.D. C.A.;RICARDO NATERA
"400321891       ";"00    ";JEANDUART C.A;YOSCAIDI CHACON
"400355982       ";"00    ";VISISERVICE, C.A;"pendiente "
"400359112       ";"00    ";MULTISERVICIOS OVEJO CAR'S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"40037018        ";"00    ";TRANSPORTE Y MAQUINARIA HLP C.A.;JOEL PETIT
"400387108       ";"00    ";TRANSPORTE Y REPUESTOS HERITE, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"400426502       ";"00    ";LUBRICANTES MARELVIS, C.A;IVAN MACUCHA
"400437137       ";"00    ";PANADERIA, PASTELERIA Y CHARCUTERIA THE BREAD WORLD C.A.;YOSCAIDI CHACON
"400546869       ";"00    ";REPUESTOS Y AMORTIGUADORES LOS PINOS 2012 C.A.;JOSE FELIX ALVAREZ
"400588081       ";"00    ";INVERSIONES AMBIENTE XXI C.A.;FRANCISCO CARVAJAL
"400646626       ";"00    ";ASOCIACION COOPERATIVA EXCELON MEGASERVICES RL.;GABRIEL RAMIREZ
"400659485       ";"00    ";COINSUSERVE, C.A.;OFICINA
"400660912       ";"00    ";AUTO PARTES SAHARI 2012 C.A.;GABRIEL RAMIREZ
"400689635       ";"00    ";MORUMO IMPORT 2409 DE VENEZUELA C.A.;LENIN GONZALEZ
"400698324       ";"00    ";REPUESTOS ENCABUS 2012 C.A.;GABRIEL RAMIREZ
"400745357       ";"00    ";TITANIUM CARS C.A;KELLENYN GRITTA SAKKAL GUERRERO
"400749913       ";"00    ";C.M.S. (CONSTRUCCIONES, MAQUINARIAS Y SERVICIOS) C.A.;RM OFICINA
"400768020       ";"00    ";MULTIPARTES ABRIL C.A;OFICINA/ LUIS PULIDO
"400779219       ";"00    ";REPUESTO MI BOBINA 2012, C.A.;ALEXANDER REVEROL
"400801540       ";"00    ";TECNOCAUCHOS EL VIÑEDO C.A.;JOSE FELIX ALVAREZ
"400875315       ";"00    ";DISTRIBUIDORA Y LUBRICANTES LA CUMANA, COMPAÑIA ANONIMA;LUIS CARRILLO
"400893097       ";"00    ";LM VALENCIANA  C.A.;OFICINA
"400916798       ";"00    ";INVERSIONES MOVI CAR'S SHOP C.A;YOSCAIDI CHACON
"400982294       ";"00    ";INVERSIONES, AUTOREPUESTO Y LUBRICANTES GARCIA, C.A.;ELVIS MERCADO
"400988071       ";"00    ";INVERSIONES LA PASTOREÑA G&G;RM OFICINA
"400992494       ";"00    ";INVERSIONES FLIMAR, C.A.;HEMIL GUERRERO
"401023312       ";"00    ";DISTRIBUIDORA 3 J CARS, S.A.;JOSE FELIX ALVAREZ
"401026214       ";"00    ";INVERSIONES Y ACCESORIOS MAPOLA C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"401051910       ";"00    ";INVERSIONES JJ & A, C.A.;"pendiente "
"401057462       ";"00    ";SUPER KAUCHOS GILSA C.A.;OFICINA
"401110843       ";"00    ";HAKKINEN ACCESORIOS CHROME STYLE, C.A.;FRANCISCO CARVAJAL
"401160964       ";"00    ";DISBRUMAR, C.A.;HEMIL GUERRERO
"401180108       ";"00    ";TRUCK CENTER C.A;"pendiente "
"401200079       ";"00    ";INVERSIONES JKS C.A.;FRANCISCO CARVAJAL
"401231527       ";"00    ";AUTO SERVICIOS WILCAR EXPRESS 3000 C.A.;GABRIEL RAMIREZ
"401254489       ";"00    ";INVERSIONES AVENIDA 99, C.A;RODRIGUEZ JOSE GERARDO
"401268269       ";"00    ";MOTOREPUESTOS 2A C.A.;GABRIEL RAMIREZ
"401283632       ";"00    ";INVERSIONES NEFF DE VENEZUELA C.A.;LENIN GONZALEZ
"401294901       ";"00    ";INVERSIONES AMBRONI 2012, C .A.;IVAN MACUCHA
"401306152       ";"00    ";SERVICIOS DICAR RACING C.A.;FRANCISCO CARVAJAL
"401318975       ";"00    ";ASOCIACION CIVIL INDEPASIB;OFICINA
"401320686       ";"00    ";SUMINISTROS F1, C.A.;OFICINA/ LUIS PULIDO
"401376720       ";"00    ";COMERCIALIZADORA EL BETA, C.A.;REYNALDO HAHN
"401378188       ";"00    ";AUTO REPUESTOS SHELBY III, C.A;DANIELA NAKARY BRAVO ÁNGULO
"401394752       ";"00    ";AUTOREPUESTOS LAS COLONIAS NRO. 1, C.A.;MARIALEXANDRA MEDINA ESCALANTE
"401416438       ";"00    ";CAPROLIM REGION CENTRAL C.A;FRANCISCO CARVAJAL
"401420710       ";"00    ";REPUESTOS YAREY C.A.;LENIN GONZALEZ
"401438792       ";"00    ";TIENDAS MAJU, C.A;RODRIGUEZ JOSE GERARDO
"401476252       ";"00    ";GLOBAL CARDENAS PC C.A.;DOUGLAS BOCOURT
"401477445       ";"00    ";NEUMATICOS EXPRESS, C.A.;YOSCAIDI CHACON
"401494951       ";"01    ";DISTRIBUIDORA NEUMAPARTS C.A.;RM OFICINA
"401506216       ";"00    ";EVS AUTOMOVILES, C.A.;REYNALDO HAHN
"401512445       ";"00    ";MULTISERVICIOS EL TRONO 74, C.A.;FRANCISCO CARVAJAL
"401535623       ";"00    ";CAUCHOS Y ACCESORIOS 4X4, C.A.;LENIN GONZALEZ
"401560342       ";"00    ";PENTIUM MARK 2012 C.A.;OFICINA
"401567355       ";"00    ";INVERSIONES LA UNION M Y H C.A.;ALEXANDER JOSE MALPICA GARCIA
"401576788       ";"00    ";MACROINVERSIONES FERREMOTOCAR 2012 C.A.;ELVIS MERCADO
"401582370       ";"00    ";ASOCIACION COOPERATIVA SALMO 49 2019 RL;JOSÉ DOMINGO TORTOLERO ROMÁN
"401583806       ";"00    ";INSIDE MARKET C.A.;OFICINA
"401592422       ";"00    ";SERVICAUCHOS NIVAR C.A.;ELVIS MERCADO
"401604169       ";"00    ";TOCONI SOCIEDAD CIVIL;OFICINA
"401611605       ";"00    ";LLANTAS TRITON C.A.;ELVIS MERCADO
"401613888       ";"00    ";MULTIREPUESTOS YOLA, C.A.;HEMIL GUERRERO
"401620230       ";"00    ";GLOBAL CAUCHOS Y SERVICIOS C.A;KELLENYN GRITTA SAKKAL GUERRERO
"401622690       ";"00    ";DISTRIBUIDORA DE LUBRICANTES BEARKAP C.A.;GABRIEL RAMIREZ
"401636608       ";"00    ";DISTRIBUIDORA CASA AMARILLA, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"401639224       ";"00    ";LUBRICANTES EL MOROCHO I-II, C.A.;YOSCAIDI CHACON
"401663664       ";"00    ";RESPUESTOS OSCAR S 23 C.A.;HEMIL GUERRERO
"401680186       ";"00    ";FR AUTOPARTES, C.A.;ALEXANDER JOSE MALPICA GARCIA
"401704000       ";"00    ";INVERSORA SUPERMONARCA, C.A.;LUIS CARRILLO
"401707050       ";"00    ";CORPORACION CARRERA 3 C.A.;GABRIEL RAMIREZ
"401710301       ";"00    ";ASIATIC MOTORS JV C.A.;RM OFICINA
"401740065       ";"00    ";SERVICIOS VINTRAVEL, C.A.;GABRIEL RAMIREZ
"401754660       ";"00    ";REPUESTOS TOYO LA GUAIRA C.A.;LENIN GONZALEZ
"401758347       ";"00    ";TECNO SERVICIOS HD MOTORS C.A;ALEXANDER REVEROL
"401787924       ";"00    ";OFICINA TECNICA DE VIALIDAD CUMORA II C.A.;OFICINA
"401812023       ";"00    ";DISTRIBUIDORA Y GMF C.A.;JOHENDER GIRO
"401828450       ";"00    ";DISTRIBUIDORA DE CAUCHO CALA C.A.;OFICINA
"401833241       ";"00    ";CAUCHOS REIFEN, C.A;OFICINA
"401839835       ";"00    ";REPUESTOS TUKKS CAR`S GM C.A;CINDY ORTIZ
"401864210       ";"00    ";CHALLENGER AUTO PARTS C.A.;ALEXANDER REVEROL
"401877583       ";"00    ";AUTOPERIQUITO LA CAMPIÑA C.A.;GABRIEL RAMIREZ
"401889360       ";"00    ";INV. MULTICAR 2012, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"401903410       ";"00    ";NEUMATICOS MBL, C.A.;FRANCISCO CARVAJAL
"401979670       ";"00    ";CONSTRUCTORA GA & OS, C.A;IVAN MACUCHA
"401983987       ";"00    ";MOTO SERVICIOS TRON C.A.;GABRIEL RAMIREZ
"402000820       ";"00    ";CAUCHOS TF C.A.;RICHARD GUEDEZ
"402001010       ";"00    ";REPUESTOS EL REBOTE 2025 C.A.;RODRIGUEZ JOSE GERARDO
"402016182       ";"00    ";IMPORTADORA IZUPARTS C.A.;LENIN GONZALEZ
"402016913       ";"00    ";VELMOTOR S, C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"402020520       ";"00    ";CAUCHOS CAMPO ELIAS C.A;ALEXANDER REVEROL
"402061307       ";"00    ";INVERSIONES DR CARS SHOPS, C.A.;HEMIL GUERRERO
"402081901       ";"00    ";AUTO REPUESTOS FILIPENSES 4-13 C.A.;"pendiente "
"402082061       ";"00    ";SUPER HIDROMATICOS & REPUESTOS MILLAN, C. A.;REYNALDO HAHN
"402091478       ";"00    ";NATROOTS CAR AUDIO C.A.;LENIN GONZALEZ
"402116926       ";"00    ";VS & LM DISTRIBUIDORA, C.A.;YOSCAIDI CHACON
"402130406       ";"00    ";INVERSIONES EL REY JESUCRISTO 41930 C.A.;GABRIEL RAMIREZ
"402136048       ";"00    ";REPRESENTACIONES JPS MAR, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"402236760       ";"00    ";FERREINDUSTRIAL LA COSTA, C.A;RICARDO NATERA
"402242018       ";"00    ";NEUMATICOS LARA C.A.;DUVALIER GUEDEZ
"402251114       ";"00    ";SUPLIRCA INDUSTRIAL SUPPLIES C.A.;YOSCAIDI CHACON
"402258070       ";"00    ";INVERSIONES VENPROCA RT, C.A.;OFICINA
"402292759       ";"01    ";PREMEZCLADOS MOVILES PREMEZMOVIL C.A.;RM OFICINA
"402302304       ";"00    ";INVERSIONES DORAL MOTO-CARS, C.A.;GABRIEL RAMIREZ
"402320183       ";"00    ";INVERSIONES FULL CAR 2013 C.A;GABRIEL RAMIREZ
"4023622013      ";"00    ";INVERSIONES K'S TEAM C.A;ALEXANDER REVEROL
"402380135       ";"00    ";TRANSPORTE RAUDO 1729 C.A.;OFICINA
"402447930       ";"00    ";INVERSIONES REY CHANGO,C.A;DORIALIS MUCHELL
"402457596       ";"00    ";INVERSIONES O.N.E.S 16 C.A.;LENIN GONZALEZ
"402462840       ";"00    ";AUTO PARTES DANIESKA, C.A;JOSE SANCHEZ
"402463510       ";"00    ";INVERSIONES F.P CARS,C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"402482434       ";"00    ";MOTO SHOP LAS DELICIAS C.A;KELLENYN GRITTA SAKKAL GUERRERO
"402541201       ";"00    ";REPRESENTACIONES CAR S MOTOR´S C.A.;HEMIL GUERRERO
"402573014       ";"00    ";MOTO REPUESTOS E.C.C, C.A.;GABRIEL RAMIREZ
"402574096       ";"00    ";VENE CARS 66 C.A.;LENIN GONZALEZ
"402655246       ";"00    ";IMPORTACIONES Y EXPORTACIONES EQUIMAR C.A.;DOUGLAS BOCOURT
"402668120       ";"00    ";MAYOR DE REPUESTOS JJJ C.A.;YOSCAIDI CHACON
"402684967       ";"00    ";LETUL MOTOS C.A.;GABRIEL RAMIREZ
"402703678       ";"00    ";INVERSIONES CAMINO LA CAÑADA 2013 C.A.;GABRIEL RAMIREZ
"402807937       ";"00    ";LLANTAVAL C.A.;JOEL PETIT
"402816588       ";"00    ";LANDSCAPE VISION CORPORATION, S.A.;OFICINA
"402852770       ";"00    ";REPRESEENTACIONES MUJICA Y MEDINA REMYM C.A.;HENRY ROJAS LADINO
"402859180       ";"00    ";INDUSTRIA METALMECANICA EL ANGEL INMEAN C.A.;KARELLYS CAROLINA RUIZ LOMBANO
"402876874       ";"00    ";INVERSIONES PRO MOTOS JJ C.A.;GABRIEL RAMIREZ
"402882076       ";"00    ";TRANSPORTE JCH 3000, C.A;JOHENDER GIRO
"402888880       ";"00    ";AUTOSERVICIOS Y RESPUESTO GLEYBER, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"402966636       ";"00    ";AUTO FRIO RODRIGUEZ 2013 C.A.;LENIN GONZALEZ
"402986980       ";"00    ";NEUMATICOS CASTILLITO C.A.;IVAN MACUCHA
"403014396       ";"00    ";TODO CORREAS Y FILTROS LEONYCAR´S.C.A;HEMIL GUERRERO
"403030332       ";"00    ";INVERSIONES FITZROY C.A;STEFANNY JUDITH DUARTE ALAMBARRIO
"403031916       ";"00    ";CORPORACION CAITA G8 C.A.;GABRIEL RAMIREZ
"403042136       ";"00    ";MULTISERVICIOS YELICAR C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"403054134       ";"00    ";REPRESENTACIONES E INVERSIONES LIX, C.A.;CARLOS ALFREDO VILLALOBOS CARUCI
"403058652       ";"00    ";COOPERATIVA CAICURIAN DE VENEZUELA R.L.;DOUGLAS BOCOURT
"403070687       ";"00    ";REPUESTOS Y LUBRICANTES G-3000,C.A;RODRIGUEZ JOSE GERARDO
